timestamp,cluster_id,location,capacity,base_price,dynamic_price,hour,dayofweek,month,is_weekend,is_holiday,event_flag,event_name,event_type,weather_temp,weather_precip,forecast_temp_next1h,forecast_precip_next1h,traffic_index,past_1h_occ,past_3h_occ,past_6h_occ,occupied_next_1h
2025-01-07 04:00:00,7,Zone_8,100,30,30.0,4,0,12,0,0,0,None,None,20.00043692,0.0,19.17565478,0.0,0.491127687,0.433539783,0.391502225,0.291654965,0
2024-12-01 10:00:00,0,Zone_1,200,20,25.0,10,6,12,1,0,0,None,Festival,21.82120086,0.2,20.83510512,0.406448382,0.441609466,0.799254771,0.771943293,0.546063963,1
2024-12-28 14:00:00,5,Zone_6,100,30,30.0,14,4,12,0,0,0,None,Festival,17.96292033,0.0,17.27564255,0.48822705,0.452391454,0.360119637,0.417893051,0.260415373,0
2025-01-18 06:00:00,9,Zone_10,150,20,20.0,6,4,1,0,0,0,None,None,22.73756021,0.0,23.16569643,0.136217673,0.752920801,0.304346733,0.340636849,0.152578234,0
2025-01-20 00:00:00,10,Zone_11,200,30,37.5,0,3,12,0,0,1,development,Sports,17.87513735,0.0,18.13536842,0.467848958,0.816781919,1.0,0.863109492,0.9538933,1
2024-12-20 18:00:00,3,Zone_4,150,50,57.5,18,0,1,0,0,0,None,Concert,26.21229112,0.0,26.12153118,0.112713062,0.580265426,0.999644474,1.0,0.802799533,1
2024-12-27 08:00:00,5,Zone_6,100,30,45.0,8,5,12,1,0,1,law,Conference,14.96457059,0.2,15.68746159,0.632774149,0.579166035,1.0,0.908858859,1.0,1
2025-01-18 13:00:00,9,Zone_10,150,20,20.0,13,0,1,0,0,0,None,Festival,22.78564285,0.0,22.83678333,0.032532721,0.513934365,0.347829643,0.18034549,0.329630995,0
2025-01-15 02:00:00,9,Zone_10,150,20,20.0,2,0,12,0,0,0,None,Sports,14.70969023,0.0,15.28551054,0.020901821,0.053476285,0.216937852,0.248828771,0.195335417,0
2025-01-20 14:00:00,10,Zone_11,200,30,30.0,14,3,12,0,0,0,None,Sports,15.15821005,0.0,14.67114167,0.0,0.826289659,0.488198612,0.435287088,0.288466756,0
2024-12-12 04:00:00,2,Zone_3,50,50,62.5,4,0,12,0,0,1,think,Conference,13.56945498,0.0,13.2856639,0.473947286,0.251966709,1.0,0.997359774,0.976917664,1
2025-01-28 07:00:00,11,Zone_12,200,30,30.0,7,2,1,0,0,0,None,Concert,24.60738372,0.0,23.79800854,0.0,0.277857294,0.578147172,0.476534642,0.661980273,1
2025-01-14 10:00:00,8,Zone_9,250,50,62.5,10,5,1,1,0,0,None,Concert,21.70631257,0.0,21.36454097,0.374156911,0.455182063,0.916904503,0.892381643,1.0,1
2024-12-22 02:00:00,4,Zone_5,250,40,40.0,2,4,12,0,0,0,None,None,16.87022374,0.0,16.88716004,0.238236469,0.552872443,0.641268059,0.506720359,0.692173054,1
2025-01-16 12:00:00,9,Zone_10,150,20,20.0,12,4,12,0,0,0,None,Concert,20.91511557,0.0,20.12163662,0.0,0.539442026,0.306596039,0.305571393,0.093080853,0
2024-12-19 03:00:00,3,Zone_4,150,50,50.0,3,2,1,0,0,0,None,Concert,25.06831264,0.0,25.91913287,0.068800203,0.351638738,0.60486334,0.69259017,0.523568801,1
2025-01-26 12:00:00,11,Zone_12,200,30,30.0,12,4,12,0,0,0,None,None,22.65177209,0.0,23.42434723,0.115449285,0.696443704,0.566064229,0.758052766,0.437240286,1
2024-12-01 16:00:00,0,Zone_1,200,20,20.0,16,2,12,0,0,0,None,Concert,16.66349244,0.0,17.13865704,0.043266287,0.790676895,0.430346783,0.396054958,0.437546009,0
2024-12-14 01:00:00,2,Zone_3,50,50,55.0,1,6,1,1,0,0,None,None,22.93943167,0.0,22.03941228,0.022110673,0.787105192,0.713838096,0.677945104,0.873744381,1
2024-12-20 19:00:00,3,Zone_4,150,50,62.5,19,6,1,1,1,0,None,Sports,22.45676985,0.0,23.32804936,0.329650143,0.4517089,0.926880033,1.0,0.975291327,1
2024-12-13 07:00:00,2,Zone_3,50,50,50.0,7,2,1,0,0,0,None,Concert,24.06641141,0.0,23.3204825,0.384167172,0.730570594,0.512939877,0.601318097,0.532247362,1
2025-01-07 15:00:00,7,Zone_8,100,30,37.5,15,0,12,0,0,1,serious,Festival,15.83026883,0.0,16.82471757,0.092485448,0.171956418,0.627280323,0.704963125,0.833893061,1
2024-12-25 13:00:00,4,Zone_5,250,40,40.0,13,3,1,0,0,0,None,Sports,23.72967562,0.0,23.18228847,0.105511935,0.33079636,0.50133613,0.467203398,0.75730197,1
2024-12-24 09:00:00,4,Zone_5,250,40,46.0,9,4,1,0,0,0,None,Sports,21.58705536,0.0,22.30527253,0.440926631,0.650072831,0.866505794,0.996405007,1.0,1
2024-12-17 13:00:00,3,Zone_4,150,50,50.0,13,1,12,0,0,0,None,Sports,23.63092147,0.0,22.73782026,0.234768746,0.807646826,0.625733542,0.529387267,0.531812587,1
2024-12-09 20:00:00,1,Zone_2,200,50,62.5,20,5,1,1,0,0,None,None,25.18538602,0.0,25.03433714,0.009479405,0.521561666,0.754801954,0.935641536,0.676083779,1
2024-12-21 16:00:00,4,Zone_5,250,40,40.0,16,1,12,0,0,0,None,None,18.54735444,0.0,18.85438106,0.217037283,0.61859425,0.616159972,0.766236777,0.727386588,1
2024-12-17 11:00:00,3,Zone_4,150,50,57.5,11,0,12,0,0,0,None,Festival,23.74618792,0.0,24.5615963,0.0,0.295375489,0.756330099,0.751904819,0.948412513,1
2025-01-26 02:00:00,11,Zone_12,200,30,30.0,2,1,12,0,0,0,None,None,20.64755593,0.2,21.6020596,0.395948928,0.665582479,0.669849564,0.59289165,0.729534343,1
2025-01-24 06:00:00,10,Zone_11,200,30,30.0,6,1,1,0,0,0,None,Concert,22.64944461,10.0,22.39723219,10.33334454,0.973578204,0.402834316,0.601406838,0.418132416,1
2025-01-28 12:00:00,11,Zone_12,200,30,33.0,12,5,1,1,0,0,None,Conference,23.62746976,0.0,22.92776215,0.0,0.394980034,0.713796334,0.719556773,0.692484124,1
2024-12-23 14:00:00,4,Zone_5,250,40,40.0,14,2,1,0,0,0,None,Conference,17.24096179,0.0,17.90701687,0.197003637,0.799085167,0.629160503,0.725670936,0.696895899,1
2025-01-15 17:00:00,9,Zone_10,150,20,23.0,17,2,12,0,0,0,None,Conference,19.99685996,0.0,20.87336057,0.096456184,0.383915264,0.543884233,0.714682183,0.519261639,1
2025-01-26 00:00:00,11,Zone_12,200,30,30.0,0,4,12,0,0,0,None,Sports,17.10897497,0.0,17.47750129,0.496770151,0.495321619,0.532439531,0.691458237,0.742524539,1
2024-12-23 05:00:00,4,Zone_5,250,40,40.0,5,3,1,0,0,0,None,None,23.2350754,0.2,23.62277642,0.602959224,0.776427938,0.656264811,0.576399432,0.806109177,1
2024-12-26 12:00:00,5,Zone_6,100,30,30.0,12,1,12,0,0,0,None,Sports,22.37106242,0.2,21.61450203,0.542198493,0.641055411,0.335161653,0.398214689,0.380562699,0
2025-01-07 09:00:00,7,Zone_8,100,30,34.5,9,1,12,0,0,0,None,Festival,20.75644277,0.0,21.75063176,0.368865338,0.497050155,0.612445814,0.424700005,0.373926537,1
2024-12-03 13:00:00,0,Zone_1,200,20,20.0,13,1,12,0,0,0,None,None,18.12548331,0.0,17.41381894,0.452163421,0.356525861,0.320873453,0.16065876,0.340997584,0
